rewardsSubIter3,rewardsSubIter4,rewardsSubIter5,rewardsSubIter6,rewardsSubIter7,rewardsSubIter8,rewardsSubIter9
"[  20.91879344  -16.0104898   -15.18964621   23.46984298   23.46984298
  -90.1157064  -131.39395008   20.91879344  -68.5851659   111.95517385
   23.46984298  -90.1157064    23.46984298  -90.1157064    23.46984298
  -90.1157064   -90.1157064    23.46984298  -90.1157064 ]","[  89.65614848    7.84162277   72.25169313   49.78017703   -1.54312394
  -24.31258177   61.28860623   91.45719876   10.76069929  123.3965561
 -127.55420898   29.38527333   43.67764473  204.32837413   79.35252634
   98.29748457   91.45719876 -118.68926255   72.25169313]","[  61.49173839   48.78186363  140.6927154   116.68659513   52.58875711
  122.28036177  -43.96504264 -232.26145521   12.96314685  -22.77500964
  -40.00396003  -43.96504264  -99.28449653  -27.04147892  -27.04147892
   12.96314685   32.48353456  -22.77500964  -65.25029034]","[  84.75220797  -94.14784395   30.00869196   16.4282198   -13.08418445
 -164.39405847 -221.28233191  -83.38050391  -13.08418445 -164.39405847
 -240.73921459   70.61985095  111.51877683  165.52775789  -11.19041616
  102.35633832  129.09448265 -101.28066443  -19.4050352 ]","[ -61.11818963  168.51754133  -61.11818963  168.51754133  -20.22191888
  159.41309251   34.11737153  -65.19186723   31.52989347   11.60910368
   45.29822574  -76.56085628  137.40606546  -47.31369589   34.11737153
    9.98501645   -9.53175139  137.40606546  -47.31369589]","[  52.33595511  -79.69348387    9.8445281   -91.03152168  -18.32897268
  -72.7158399   -74.17941608  -39.44474224   63.65340237  -77.31340323
   72.51475072  134.81396427   16.41475815   63.86843961   79.86942678
  -76.91358117   52.33595511  -52.643786    -18.32897268]","[-135.34843988  -23.85846423  167.62506083  167.62506083 -117.83718567
  -82.60391067 -125.67947098  -15.6798766  -165.85528137   18.22721981
  -58.43159994   36.09966215 -146.92124667 -261.89505228  -58.11357922
   81.51275525  -59.46715137  -65.94859113 -217.68037738]"
"[-148.85939359  -40.88898986 -118.68646281  107.61210564 -148.85939359
  -40.88898986   34.69588046 -148.85939359 -148.85939359  -40.88898986
  -12.58878323 -178.962081   -148.85939359  -40.88898986 -148.85939359
  -40.88898986  107.61210564  -38.15829138 -148.85939359]","[ -63.59594759  -20.77936505  183.03729959   44.20592847   -9.19860227
   11.02741866    9.09786078  114.50142178   42.36542067  108.403758
   41.24301679   40.94025773  -92.58328935  192.30542269  -63.59594759
  -20.77936505   22.44236366  -96.51672987  -41.88626129]","[-117.63726093  -32.8779075    57.72033151   15.53739959  -19.45500744
  -14.67088994  -40.31990146  -98.89114018  -14.67088994   28.49425091
   97.49630086   19.90836195   28.49425091   13.33873695  -44.6070921
   -2.11615917   -2.11615917 -118.58759495  -19.45500744]","[ 212.80503553   77.43990976   94.82520934   39.65532292  -42.20632488
  -42.03818855  -42.03818855   94.82520934   50.5916394    40.93904085
 -204.70900091   35.39270534  157.17208169   53.93020739   28.23143973
  112.97594872   75.7587625  -117.20289889    5.45389821]","[  50.47416114   62.62454407   42.57262786  -93.00027714  -47.375302
  121.36670639   42.57262786   62.62454407   27.04846332   -6.96372029
  159.87186212  146.90189323  -34.74649329  -47.375302    121.36670639
  -71.95048083   26.09427421  -52.04920641  -25.59705186]","[  -6.37099081  -66.74670701  -13.22723785    9.38061586   60.61257841
  -82.22074662  155.12117458  -13.22723785  -73.95183838  -47.77638965
  -44.44022489 -149.7206348    79.96022764   59.18501255 -149.7206348
  -46.54857059   -6.66637239  -74.40005322    1.16675479]","[  -8.22518028  -55.68478206  -55.68478206  -26.26726388   22.27940448
 -117.80711472   34.75754621  -49.29890522  -12.15210744  -60.47065683
  -31.08327278 -163.32867362  -95.72665607 -156.77335591  -70.13110256
  -27.50746782 -137.10532521  -51.72161699   59.9693979 ]"
"[ -19.11383587  123.74055087  123.74055087 -281.33326376   31.22488488
  -13.46519542  -19.11383587  123.74055087 -281.33326376  123.74055087
 -281.33326376  -38.25196275   62.21682368  123.74055087 -281.33326376
   90.48368051   31.22488488  123.74055087 -281.33326376]","[  10.89960789 -128.12554364   31.20925017  -36.30565947   74.77264838
  224.80897438   31.412338     10.89960789   54.79048809 -181.51013029
   71.25047254   35.02956739   31.412338     10.89960789   36.84700017
 -126.03648791 -105.24403301 -317.95897531  198.77439976]","[  56.7180997   130.42150468  105.83410793  141.76617697 -139.37928543
   -2.32898867  -91.21777604   56.7180997    44.53624715  -37.83346427
   51.41541674  -91.21777604  141.76617697  117.72769816  -41.65929361
 -139.37928543 -132.79944395 -105.25629596   65.05661373]","[  -3.38892833 -119.41218124   21.58509757    2.17213108    1.25971291
   19.75655718    5.9707695    50.70709364  -33.1404624  -259.74159564
  143.85789661  -15.47010461  156.29492063    1.25971291  -62.62457647
  132.02473266   19.75655718  -84.61815144  -18.52386495]","[  75.77293713  -86.30123538  132.95849903  -33.91974181  -65.85030174
  -59.52198373  130.96176804   19.30047637  -33.91974181   39.43566737
  -77.38936807   24.21278397   61.68518341  120.14091838   -5.7895311
   61.68518341  120.14091838  -86.30123538  166.06432688]","[ -76.79190138    9.37541899  -76.79190138    9.37541899  117.54760494
  -16.09450645  -10.22227097  -62.68403148  -41.83582889  -17.99376396
 -203.79810434 -111.951906    -29.01171904   -8.41254449  116.34409528
   72.92027798  -42.1541027   -41.83582889  126.1445962 ]","[  37.17978323    4.69552411    4.69552411 -107.75477059   39.21232835
  -34.0659756   -67.25695337   12.80772587 -104.69240639 -148.23822178
 -144.06890528  161.35171378 -134.79976295  -68.45647533  -24.1200334
  -97.06576268 -135.27513947  -15.05007984 -100.57179111]"
"[  56.78578811 -242.43514576   40.81290448   62.22949839   40.81290448
   62.22949839 -242.43514576   40.81290448   40.81290448   40.81290448
   62.22949839  -91.27681335   56.78578811   40.81290448   62.22949839
 -189.32124954  -91.27681335  155.275704      5.95340705]","[ -67.94860893   36.16717009 -157.34447558   96.42464102  102.38216634
  -15.80650669  136.1789355   -67.94860893  -15.80650669   35.16695614
 -116.09634878 -129.77631442  254.36259221  208.95957013    8.53914793
  102.38216634  -15.80650669  -59.40337437  121.61223166]","[  59.6654129   -22.58311461   27.99944236   30.73122908   49.08173658
  -85.06819951   98.44082371   11.11674774  -85.06819951   98.44082371
  -22.58311461  -19.13299677   11.11674774  -66.00676405  -70.95869176
   18.60204344  -11.13249707  -25.43780232  137.96342076]","[ 152.6678579  -204.92318801  115.87357772   47.05588264 -106.64326237
 -197.16568472  -64.34436751   33.37881831   73.36746805  -42.80464759
  -67.71458326   46.28948873  123.58768713   48.15816704 -181.10472235
  -10.66907455  109.28925869 -197.16568472  -10.66907455]","[  79.88304323  -41.93221408  104.31718319   31.85474605  109.53810477
   29.00562859   29.66064549  120.64859501  109.30702398   30.7763412
  109.53810477   61.85339303   -8.49852125    0.49167506  -22.41434856
   39.51220723   61.85339303   -5.94863228  104.31718319]","[ -90.78173304  -60.29673712  -37.21625025 -124.01663384  -70.39510959
  -39.19329341   92.8862931  -101.52663274  -60.6826966   -60.38382692
  104.55841568   -9.10340931   38.39854233   10.77924788   92.8862931
 -101.52663274   18.87302888   80.8201339  -124.359282  ]","[  15.5588174    -6.70308615  -56.16577051  -30.90894504 -103.85711128
 -154.45559711   82.59222486  -30.90894504  -79.03020232   57.09737811
   61.07429348   63.59353544 -100.91851528  -45.66312663   23.01772742
  -23.71654418 -138.98942227 -110.51006325  -23.49475   ]"
"[  13.50763441  158.88854935  158.88854935 -225.13089107  -68.34022344
  -26.18771263   13.50763441  158.88854935 -163.08112234  -29.18927702
  158.88854935 -225.13089107  -64.55013562  -68.34022344  158.88854935
 -225.13089107  -26.18771263   13.50763441  158.88854935]","[ 358.44154348   99.67561749  -28.88775879   50.53656888    9.01121007
   58.78927093  153.83818817   44.34043613  141.20646429 -156.04352403
  153.83818817   44.34043613   44.34043613   34.9132489    20.22824245
  131.75939123  -28.88775879   36.22804707  -60.01839599]","[  83.25340355  -65.28363707 -131.55064295  -66.84814441  -66.84814441
   83.25340355  -30.47488488  110.12585379   59.80335732  115.02229493
  -65.28363707   11.85484678  144.34731222  227.50464266   47.01849487
   50.33567239   50.33567239   51.61539997  -93.91953542]","[-143.40793063  117.82507634  -23.49223632   26.29080578   54.08125345
  -36.07549139   26.98250061 -134.60483614   46.60436191 -130.15500645
  130.27105408  -36.07549139 -130.15500645 -120.62423242  121.27426932
 -128.90073323   74.29061985   36.42286457  102.39128275]","[ 142.99205716  -75.33575592   77.74564175  -14.94273932  -24.95829033
  -95.9151899   180.13541467    6.3001005   -66.40170607   -9.27968833
  -54.32109943  -75.33575592   62.05140597  -32.32264202  -41.28772175
    6.3001005   251.03441746  112.42347827   78.3875356 ]","[  24.28566618   44.12454586  -63.58746389  -18.89548747  -90.09291258
   50.12096526  -42.61299252 -224.84227302 -122.88114916  129.00751082
    8.51471268 -182.88757702 -215.36978994   40.03557108  -99.0153083
  -67.99327117   24.92135075  111.05259503  -90.09291258]","[-199.8057603   -43.8242379    27.11737461   -7.55851875   18.41070822
 -137.09526388  -76.05913207  -39.56311964  -82.23736181  -50.71742682
    9.78090401 -158.69235937   49.57670534 -199.02230132  -43.8242379
   71.32152161   -2.46346561  110.25024516 -107.46799711]"
"[  83.1622501    26.78083369   72.09752229   83.1622501    83.1622501
   26.78083369  145.63819864   28.956063     72.09752229   83.1622501
   26.78083369  -11.61812362   72.09752229   83.1622501    26.78083369
  -11.61812362   26.78083369  -11.61812362   -8.12650692]","[  30.30138538   90.98727012 -125.50633505   29.23725485  -30.68691859
  113.66890604  119.83228715   89.34480182   52.10632557    2.56380207
   97.23185248 -114.85941604  150.52055464  100.2567137  -176.04788955
   90.98727012 -125.50633505   89.34480182  -85.57407507]","[   6.41899123   76.49048338  140.38773345  108.88271326  108.88271326
  -71.44242932  -71.44242932   18.21036523 -132.00966669 -154.61732069
 -132.00966669  -30.9287487   -13.51607528  230.79465846 -350.71461196
  -13.51607528  129.93859222 -118.70884002  139.82793468]","[  37.67533306  120.31468534  109.67312076   51.5559744   -31.60105241
   -4.49307886   18.76789175  128.74347785  105.85294084   68.92277377
 -249.66886109  -91.92940002  105.85294084   -3.55395376   59.61314159
  -52.10433655   72.23473581   85.84304341   -6.66586748]","[  59.30093159  -40.39590313   79.21899931  -12.94986039  -56.87648927
 -202.2897109    47.94241593  221.07868212  103.04624102    9.41903247
   89.47864513  150.48850957  203.72967349  160.44676386   50.66420554
  -14.65500126    3.68921323  -40.39590313 -159.06076783]","[ -32.85041554  118.51886392   29.88672028  -33.46559879  -97.43559706
  104.14080097  -65.56833284 -197.45132607  -14.19670934  -10.87370875
 -119.14259098  -11.44827077   47.9148437    60.87864209   47.9969083
  -97.43559706  104.14080097  -93.03691977   -2.09975163]","[-130.96082186  -33.57246068   74.34387833   29.56662316  115.60661025
  -29.41957858   94.17021785  -14.20998403   45.64331123   -4.78470004
 -130.96082186  -33.57246068    0.89572474  -32.5263284   -70.54679266
   25.19843483  -59.6440153   -38.19450999  115.60661025]"
"[ 113.75457622   49.45486678  165.89260869  -75.56375828  113.75457622
   49.45486678  113.75457622   49.45486678  165.89260869  -75.56375828
  182.92305131   14.01237231   49.45486678  165.89260869  165.89260869
  -75.56375828 -140.99016809 -151.19699158   49.45486678]","[ 221.20685562   53.46557151  286.90934239  173.02825217  -64.34465459
  107.5897693   -91.09119137  137.86976805 -192.04995592  -11.92610299
    6.92975338  -91.09119137   21.37755829    6.92975338 -229.06948907
  298.44863623  -39.24893579 -160.16596689  -11.92610299]","[ 130.48057924   65.93860891  121.17314032  137.40495958  -63.06530492
  121.17314032  130.48057924   65.93860891   52.20713518  180.12182654
    6.6931118   257.97527264   80.71610642   -7.10915001  -18.44647637
  -63.06530492  -21.90107933  138.78609693  208.5705749 ]","[ 129.27259443   45.81525228  -96.56999194 -134.78223217  166.31230487
   61.93487665  204.95522108  -78.67891393  106.47887829  145.42939257
 -125.28917637  178.55995151    9.928727     67.23853883   62.06889032
 -259.23785577  106.47887829    2.95742428   25.01278634]","[   7.82267206  119.76588226  101.42552812   53.76881291  144.8003001
  -16.12843315  -40.63356955   11.25291783  -57.75075442  113.20184227
  -16.12843315  -27.84882912  -93.27347158 -110.45163695  -28.83722677
  130.55411822 -227.08032258  122.86333295  -40.63356955]","[  -4.5616185   -48.96649864  139.81447306  -26.56596469 -110.25080104
  117.12102627  156.88371592  -69.41719946   43.83431729   -5.14517383
  -81.81242508 -119.52999537   28.59470281  138.54017468   18.70050832
   46.42176461    3.00286162  138.54017468   18.70050832]","[  34.82461062   39.22010919   32.77732665    4.95531256  -31.44083551
 -152.4685521   -61.29574847   -9.58892051    3.36341513  -46.85514299
  -96.12457607   -2.9565161    66.23657791    3.36341513  -46.85514299
  -53.71738294  -14.66688718    7.65021158  -61.29574847]"
"[ 113.53359595   -1.13476868  113.53359595   -1.13476868  -22.66413029
    4.04487286   -1.13476868  -22.66413029  -22.66413029    4.04487286
  -22.66413029    4.04487286   14.78655568  -85.37293618  113.53359595
  113.53359595   -1.13476868 -144.87763974  -33.99948921]","[  53.0389565   -45.76091513  -22.48615784 -135.5359764    63.00092455
  -61.34737356   53.0389565   -45.76091513  194.72005055  174.41636468
    4.14888193  135.39874605   10.38743544   49.36633525  194.72005055
  136.49553732   49.36633525   46.9178935  -227.65676112]","[ 190.18713302   27.2755499   -27.22300564  129.22632001   55.80569842
   91.01471025  137.30900865  190.18713302 -315.25485933 -105.17588227
 -236.32840126   89.78726702  115.12397864 -315.25485933 -105.17588227
   51.67002134  137.30900865  -25.51805036   30.07925304]","[ 101.66824743  132.54421486   99.59214646    0.80850462   98.8112395
 -105.84193748  125.92731645   -2.94369657   96.82470096   33.49786779
  116.55214012  176.6863501   -99.77996065   76.2558589    33.18025394
    5.88270571   50.91356036  203.2438859     5.88270571]","[  86.22393031   28.82225518 -139.0199111   224.08237516  156.26970151
  -51.123909    256.26916151  206.96362964  100.17540914  -52.2736637
 -312.51805108  206.96362964  -12.50708054   30.64181499  119.46774448
  128.289467    -44.44842022   39.28266242   30.64181499]","[ -71.41220492  -47.46026393 -196.35050171   52.89801008  -14.29522057
  122.84877829   55.04769377  155.72857536  166.08488685  -39.32946561
  -62.54433794    1.37117312  -62.54433794    1.37117312   51.41543412
    9.66240278  -74.05711431  -14.27122048   33.8078029 ]","[  48.78474025   -5.49330024  111.4284841    26.62996898   80.87687374
   38.24292184    6.3183495   -72.75228107   65.36812928   33.5718055
  -27.2445457    33.5718055   -27.2445457   -17.26717877 -101.23510671
    2.09031064   82.37231361   -8.78454039    2.09031064]"
"[  77.8627443   106.92078237  106.92078237  -54.12394507   92.53342694
  -57.5170349    49.85965161 -159.44476992   49.85965161 -159.44476992
   49.85965161 -159.44476992  106.92078237  -54.12394507  135.07392943
 -119.05696536  -54.12394507   49.85965161  106.92078237]","[ 255.70951135   77.30897447  -46.21460308   34.29106052  -31.52311421
 -110.95498128 -136.13004191   20.47930738  116.53988923   20.47930738
  142.8737082   -31.52311421  -46.21460308   34.29106052  182.80931401
   44.05145653  195.53227049  170.23914323 -130.12840454]","[   2.69135774   38.57217497  215.19157637    4.28861442  154.28647529
  125.30544398  114.52918569   90.19820989   28.03437834   32.95568558
  114.52918569   90.19820989  103.01456828 -116.2066635     4.28861442
   37.52216358   79.73748586  -53.72347123  125.79018983]","[ -51.46377181  126.95398239   63.00500876   -3.56323071  176.18705598
   94.31733386  123.00895159   28.24285238   25.83826055  146.75873819
   84.87496952   14.36951119  -54.10489853   72.67276042  229.23742405
   83.66749959   90.02377302    2.25663809  -68.36589129]","[ 131.61222122  -60.00516374  -86.30142266   12.11938189  163.62084396
  -64.93416928 -121.54980175   29.55027371  -52.06216523   15.01067376
  -64.93416928   25.12581094  119.67147599 -121.1063972   -86.73737553
   24.36951849  -52.06216523  158.17232838  -28.61177252]","[  91.21531174  -17.35519764    5.30612756   -5.36541813 -167.44962262
   76.52664519   67.4042638  -122.44686764  -46.95575789  -47.86997856
   89.95588496   94.17855956  106.9072683    36.84125276   32.25295594
   32.25295594  -42.71074373   94.84401382   14.24329808]","[-105.05412676 -128.10607909   54.59010175 -150.84038054  -60.01471249
  -83.07685983   34.56912544   74.79802267   17.05311797  126.63921648
 -109.07537906  -41.19730589   65.74372919   74.79802267   92.55001412
  -55.88054481  109.88299339   17.05311797   -1.90852072]"
"[-101.76094824  100.4845068   -68.48018284   65.15646039  100.4845068
  -68.48018284   65.15646039 -137.46775774  100.4845068   -68.48018284
  166.52626196  -47.43939244   65.15646039 -137.46775774   65.15646039
   40.21084258  -57.77984252 -101.76094824  100.4845068 ]","[ -43.67619741  141.9413296   -67.40109453  -61.07744879  -18.45504134
  -40.88850868 -188.29591547  -32.51209316 -188.87407789 -148.52689864
   93.31160574   94.04874359   48.09676499   45.08413911 -188.29591547
   99.43549588   83.69305537   99.43549588   83.69305537]","[ -44.0618698  -166.92711896   16.39302122  -75.73951996   16.39302122
  159.68822426   92.5963487   164.19514664  113.99123875 -194.93992952
  137.78427515  159.68822426   92.5963487   274.90313553   -9.74763798
   40.03782074 -235.94780988   65.04127808  223.89127713]","[  41.80996242   77.31684143  163.62076088   51.63229152   17.72920865
  105.29367041   19.05366331   89.7074643   315.75756777  177.39403043
  -47.5645678  -140.03419527  -26.08384017  -70.72713163   38.84135859
   36.89912511  188.51073318   95.55275382   18.37149815]","[ -38.09303458   75.45181071   95.01207801  154.53987478  -55.22040201
  144.94894599   15.22799266    0.45023479   33.12679572  -23.59408098
   54.06937356   33.12679572  113.8003698    54.06937356  233.15890028
  164.62071158 -181.706669    106.37424577]","[  20.67875849  -94.63920423  105.57191898   27.0409489   -88.53048139
  -25.4830523    81.34878565  183.90689162   -4.15774566  245.01606108
  -10.57610291   71.30615621 -120.84199453    4.14948164   68.98583044
   65.43063652  -94.63920423   88.57297369  -36.73626628]","[  2.52676244e+01  -1.99966318e-02   2.88630034e+01   1.30504524e+02
  -4.13474338e+01  -3.99081102e+01  -1.02487192e+01  -1.07885253e+02
   2.77749580e+01   7.24580470e+01  -1.62679565e+02  -1.34399771e+02
   8.43324275e+01  -9.58148416e+01   2.67282875e+01   6.80003248e+01
  -9.58148416e+01  -1.99966318e-02  -9.84367220e+00]"
