rewardsSnapshot3,rewardsSnapshot4,rewardsSnapshot5,rewardsSnapshot6,rewardsSnapshot7,rewardsSnapshot8,rewardsSnapshot9
"[  64.36067817  306.32268459  332.00750624  345.8352437   184.19666985
  341.02224563   16.90379044  246.85364472   49.40676484   64.36067817
  636.47258947  468.48989864  890.40284821  388.00927141  175.2328947
  531.46943149 -292.84162887  209.9502898   196.56609775]","[  711.49302285   526.3086547    347.86179121   340.41900515  -143.23215322
   753.56584653    21.44991415  -183.33604532  1005.46393287  1199.21078676
   -82.56619409   858.27008412   -82.56619409   858.27008412   614.76786241
   987.99973871   740.58724241    99.04758775  -235.75950866]","[ 137.90555928    3.40639531   56.34079426  424.81160471  819.68311996
  417.08137755  290.95391367  887.60130852  857.74273194  166.37164405
  158.69628699  755.48279779  621.35655032  306.62874323   72.08624126
  316.01593298   69.95772558   42.09418459  306.62874323]","[ 547.70099887  547.82156368  359.00753225  829.89688198  580.83116221
  346.72038105  179.75567787  747.37930413  540.08579201  283.70636397
  483.16025166   45.16333205  570.43924735  673.42952899  706.61892202
  580.83116221  551.64838462   51.16994267  706.90979558]","[ 514.32746212  109.16097099  511.64597889  704.57018801  224.69147194
  177.74976699  188.52861373  456.87109661  115.19990074  495.79885087
  184.78851573  359.4606644   302.5740414   270.15392227  545.92898776
  261.89172002  581.9206626   431.8577484   851.01992828]","[ 187.87709198   30.90650462  610.46278575  222.96793755    6.7608277
  181.44619265  614.2737207   499.26581551  467.3485122   108.10794257
  329.98786195  732.5395825   348.14716983  -11.7919388   421.19862298
   23.31780572  107.79634627  924.91458002  824.5660494 ]","[ 514.01355968  373.81337301  973.23248014  447.5116598   398.70998173
  941.45153898  397.72267553  836.00005232  510.94701642   47.72244174
  832.85965499  210.19175567  887.54885849  489.14290555  513.72766986
  823.87662067  822.79275305  501.45805521  806.69435957]"
"[ -12.77466738  584.19022399  518.67230835  425.70512283  542.23088497
  599.99516553  -32.12886836  106.22862351  402.06419636  239.75389853
  558.12666862 -108.57013461  857.61119805  429.42638115  702.48018734
  225.64965225  -12.77466738  -96.2994176    72.88839889]","[   32.31896395   148.74073322   216.15515964  1300.78401749   261.91620843
  1095.25780868  -124.93924297  -110.21361811  1002.6039551    521.36627598
   672.33508507  -152.82184992   131.71002587    19.61697705   179.26846051
   675.97283601   -32.87800802    30.97981931   261.91620843]","[ 815.35920949  957.9254761   560.5982213   596.0058908   465.66171814
  298.02365061  217.41512059  325.96221479  178.67970005   57.19034463
  509.93123187  -83.94571842  149.97556904 -164.54522313  327.89576522
   68.65953327  -83.94571842  526.86256481  192.10308269]","[ 787.49668656  473.93982988  782.53003424  572.61985218  475.53905058
  782.53003424   26.87876449  799.5843345   563.06819717  589.27035785
  738.58316986  674.19841117  576.85998177  240.19012108  659.11670193
  421.88609642  593.65859271  634.14975227  506.88547276]","[ 640.11968006  630.2989673   739.48619732  393.86277672  522.32643338
  122.23052377  452.85599254  311.15803308  411.83380047  526.41287842
  658.52238811  875.8839669   587.03950847  745.92701331  452.85368424
  286.1109025   219.37178219  525.82019307   34.94125581]","[ 702.06335866  560.01245283  409.03625585  913.94886562   65.57919228
  156.11583815  595.87542412   99.96404597    1.61051529  322.74075596
  -89.99909329  633.72166795  620.18435194  -27.25035383  652.14200199
  349.38046402   54.5265278   479.86988672  412.47225974]","[  500.22175725    57.73741427  1085.01256771   787.08900196   523.10458384
   -37.34816835   620.5424114    955.53286192   536.11173561   424.04875602
   600.21242412   497.26970327   879.03280856   555.16952277   809.4209503
   242.52196525   215.77389281  1085.84893938   503.4102947 ]"
"[ 480.96583083  -24.09295308 -135.02654854  129.16896774  602.36681805
  176.78336222  466.87475852  334.63219731  427.42383258 -270.3266471
  727.5524874   -98.18010714  297.47469106  365.51854742  -56.18659928
  638.71814489  816.16458914  129.16896774  551.17255194]","[  81.53314325  203.12030884  858.9365002   483.80045328  -94.5328381
  111.87424188  106.4003132   414.7154008   719.75947064  585.16987868
   54.347974    -44.90401116  111.87424188 -212.79207326  532.11904257
  -53.49404627  109.78005101  297.2077559   157.25508155]","[ 171.21258205  472.42849546  314.14599717  580.46989277  320.90480875
  250.52453101  208.0565885   479.18498983  171.21258205  472.42849546
  632.37605674  194.73319935 -118.56292363  503.15782577  587.85375784
  287.94244371  403.52022231  468.89891792  661.14807803]","[  51.37007386  555.75792513  671.53684038  704.54857016  100.13852735
  494.64615406  602.91714026  755.66065089  721.93593475  505.14551771
  687.24772774  322.32604882  843.18460766  417.37623118  180.11806581
  620.97625746  539.48696918  180.11806581  511.39476398]","[ 257.81429667  774.44397188  521.25547346   65.96032789  143.87149298
  583.56903053  405.08138939  206.49308367  632.00923832  394.20776284
  526.30641673  677.73807093  559.63832371  417.60169217  412.16259324
  515.81598206  587.22128249  351.41683218  422.8539863 ]","[ -44.52388246  176.78704069  729.37819946  663.13092464 -123.05426814
  718.29434882  641.93431135  726.68524567 -132.55439947  166.19452125
  737.6833531   828.25102955  734.60532176  732.10091313  722.9715313
  459.67869833  197.38846458  102.08446245  168.24874904]","[ 1260.66948889   561.78557309   831.00484185   941.62529724   523.33015156
   435.41436675   531.1033313   1010.33553692   442.04067066   915.99606119
   959.0979944    353.94959311   619.13178112  1270.24008941  1192.18939939
   500.96678285   632.01218037  1051.98865398   131.69923607]"
"[  58.15815747  181.11243664  200.49050597   34.29737203   88.69813955
  907.60399673  109.62044171  174.31657899 -179.02975835  675.30393092
 -204.29424142 -226.48964035   34.29737203 -168.15313983  189.64364537
  653.56108606  318.08938104  553.58761445  -64.96603794]","[  646.65316298    20.47810973  -211.69100384  -149.87174769   438.79113626
   392.61304953  -220.23589368  1155.41877686   -62.78612455    22.98501895
   413.87699491    97.4064918    111.92455066   925.18706797  -149.87174769
   146.22139538   124.77606167   819.52336073    -3.68843926]","[ 805.37220522  -62.52434572  281.14572424  453.64060109   54.16899186
  231.29256254  761.95885262   41.42513353  686.61881032  400.95478693
  347.62015641  502.35200608  571.47859613  309.0149369   432.70160931
  789.57804008  449.12619296  281.14572424  453.64060109]","[ 484.22979864  465.80767182  691.28761864  549.17404939  613.95857288
  -32.92151814  549.17404939  365.23030294  492.30320556  708.74874289
  585.5201303   205.99107904  684.68558857  623.93118076  653.85920529
  729.49606592  552.47665399  303.31212931  796.19985618]","[ 525.73421101   75.86700351  330.68009006  687.1050904   502.24298489
  332.73716074  383.36472155  317.23674317  275.86510275  324.75736101
  583.67033835   25.0894557   481.59393496  323.82433456  425.23852877
  330.33844232  505.64061441  439.06154495  263.18754782]","[ 228.74972163  -72.96358462  542.36493645  796.62915805  608.44512289
   34.27511405  425.60922784   26.17499871 -110.66589579  851.02441054
  -60.99652649  534.27867489 -100.46212604  -84.92274495  223.57475061
  188.38499539  267.2894231   813.85648051  265.47104391]","[ 740.80461872  519.68527116  362.57224361  462.73650543  311.35544724
  232.27618387  401.6546868   492.2672209   912.32118984 -180.19466408
  977.84853764   22.85465318  689.94867749  315.505789    708.65782527
  580.25510859  588.68642488   68.22508085]"
"[ 193.16957154  504.72787112 -109.48465447   97.35744174  -53.87083951
 -107.01203579  582.8583775   519.56283964 -454.59203362  273.70907083
  658.64332681 -111.55037987  399.30782328  694.30455692   75.911201
  -40.48663177  567.249175     97.35744174  199.92946738]","[  667.70489815   398.07262433   797.03820862   580.20533137   317.60717179
   611.88415235    39.12588365   667.70489815   -74.80562683    80.56983452
  1099.23573441  -101.29936409   611.88415235   152.61612939   225.20234278
   496.04834014   974.05109796   434.95198117   776.30646508]","[  177.01255023    35.12810563   701.0498281    213.0081909    983.60612043
   443.13496804   623.04788557    94.5967774    701.0498281    213.0081909
  1009.95887302   780.87143258   472.41738116   757.82461154   301.93907348
   867.21990882   199.39156288   820.78742191   349.49806128]","[ 533.47919586  836.35545458  742.16297909  458.61476219  534.3334439
  516.71652149  806.16912189  651.87840222  742.43621744  623.33600886
  491.8077561   342.83030085  655.86590433  516.71652149  625.19822948
  607.20586037  586.86237408  798.23851077  553.26539356]","[ 487.0483905   437.65612951  227.71115588  501.22319096  485.92243252
  364.02593423  764.11254222  700.71307763  565.23943167  610.41484608
  -78.82330719  556.48807279  687.35532891  545.0515587   748.42610984
  448.57880183   22.97922969  315.27411461  890.23045251]","[  874.92034972   729.44408063    97.75396624   617.53982529   631.34101573
   113.45416638   119.8017387    806.53141708   119.2860382    454.54205739
   540.84049538   149.26402411   564.11898701   583.57654008   104.68572755
   819.7051184    772.1562436   1039.3408357     58.58412363]","[   92.70303289   579.25587881   729.43961232   600.96513792   734.94458827
   933.91348796   440.09854836   899.70339093  1083.31765421   578.11689623
    -5.67524922   759.94411464  1133.69506528   223.40637234  1019.15637873
   951.15621353   210.81947814  1001.4111354    748.36071707]"
"[ 276.4135397    53.97596719  334.18467211  735.3059095   121.03032538
    9.93027789 -110.73381857  735.3059095   357.14966445 -303.72483341
   80.73721525  483.51969979  188.40412358 -366.12692807  126.06179543
  163.7979262   -41.47616061  287.61401391  622.62249785]","[  154.93544882   582.42233048  -113.69827567    80.14564768   804.53355982
   549.6791952    141.95107677   743.84552499   366.34945447   729.30111696
   669.60078752   -22.18585001   582.42233048   659.6342862   1119.85231758
  1163.20603325   -24.4610791    725.75784622   137.8972725 ]","[ 102.75928412  143.97810616  102.75928412  143.97810616  249.13504783
  391.74715419  311.27116945  739.75681997  254.2792545   646.1188903
  821.02027604  766.62768541  827.44225293  717.24706569  206.48081249
  676.19296036  736.33825326  194.29585276  734.22141387]","[ 526.99708179  445.91021037  744.25375106   12.31309782  434.07222861
  781.96119043  568.80737302  463.19380338  277.51756979  747.2092438
  571.39800984  661.66433011  275.59276315  568.80737302  803.83087552
  380.11425248  738.2913434   263.26339669  504.76240738]","[ 603.13489264  275.27302931  711.33483548  438.34922002  473.51547752
  440.75297781  369.09597505  610.49312733  365.69764     441.86329859
  182.1433059   637.45978359 -314.23082882  536.14726538  342.26001623
  196.78720279  668.90002131  101.50104628  216.94497158]","[ 296.00422062  673.69906927  545.55794     836.44575033  863.82044963
   34.40855082  362.35590869  431.65724267  873.54332223  693.59472681
  342.90674877  271.51074033  771.59661497  171.54018849 -204.67740643
   41.10626756  740.26280644  617.00770519  415.8276589 ]","[ 310.11187513  789.30507075  471.12858246  649.38553871  877.31425299
  745.73911739  848.38165503   42.93360095  961.90365089  804.2334398
  819.47538119  887.77221498  459.08800383  975.47611233  611.22615902
  413.64609628  462.76360434  706.8861835   854.00959868]"
"[-114.72635385  138.78126481  312.57725139  638.56783761  853.93453779
  191.72591094  383.54465663 -114.72635385  138.30994725  638.56783761
  -30.89953158  670.55729851  568.85127147  124.67418848  -69.19558033
  726.04535013  102.09513029  497.26121737  789.62853544]","[  -81.00476446    39.58345753  1228.00189665   646.2783768    580.01778556
  -136.44240038  -290.94970454   844.40067438   285.37999992   656.82119269
   775.6607781   1228.00189665   859.81865723    84.79025273  -160.10002542
  -168.33842907  1189.57598482   790.42698996   192.29164599]","[ 880.33073477  164.75869045  608.44459581 -119.26987497  384.76753525
  789.72697824  110.54990112  385.06611659  608.44459581 -119.26987497
  410.59264157   81.62214457  739.71003643  532.3104498   198.16174833
 -205.54319598  446.17919117  673.93955346  465.0359737 ]","[ 516.95097031  322.07982653  761.39337398  582.89243859  589.79683557
  650.64745034  582.89243859  515.08513066  447.51213539  475.58905339
  342.44918465  547.33632787  623.94781555  536.64452335  653.82916636
  322.13195861  694.74574834  553.91001727  246.4989178 ]","[ 621.39216905  427.11250262  686.20068185  336.50094364  659.98040008
  277.36420241  347.95627646  542.83435246  415.33056721  451.26940164
  733.42770659  453.87142597  412.32871998  339.03677522  566.76062162
  483.37941815  838.94854628  557.3267336   274.30378417]","[ 638.00157983  844.18918835  412.98734036  382.96297718  570.30113145
  711.32489907  616.8933468   -39.09020861  439.68153348  -50.6570037
  834.16258409  362.75324927  492.92499341  812.66535493  389.52319164
    6.35760742  539.97068307  341.64913812  481.07983312]","[  231.46897593  1165.67666697   274.301123     963.46181964   855.8133338
  1069.05138956  1114.87735573   910.4620164    472.6063183    897.10904317
  1172.88296402   688.68337106   709.78304232   154.45946838   628.72918202
   226.10384094   255.01729406   254.48789075  1046.25136963]"
"[ 211.74618581  176.12169308  176.12169308  196.86832129  351.35858352
 -142.33477672  496.73221745  398.82289187  486.63630155  704.00080084
  235.85614067  588.72587034   36.16437392 -272.06992416  351.35858352
  267.8524277   601.93300806   72.46845491  416.61199031]","[ 271.6671456  -150.39153763  324.92022921  796.87079783  -72.38003655
  875.33247975  -40.49526813  358.30775272 -263.53947699  645.4260187
  493.0039769   234.7247201   755.9616697   110.74453547  465.20796361
 -263.53947699  -24.89464161  566.25276071  526.14217214]","[  99.35830204  344.10039602  181.58167576  464.09617265  650.69623291
  574.17983681  372.55718311  829.95624754 -278.08343994  546.53336843
  492.7341071   467.91076674  870.35810271  546.53336843  492.7341071
  672.86757817  253.34825728   70.31078455  447.24290288]","[ 643.63045886  403.10698783  452.5828389   569.07441039  288.6307301
  632.694175    766.18859142  520.26363455  349.52396422  607.64993879
  312.28212315  -81.14954248  492.10345308  118.13423237  734.01570607
  506.63475285  500.22500068  492.10345308  787.31554764]","[ 330.38234007  475.35315829  368.43822338  407.9392058   733.96484514
  593.18895269  301.07954142  584.90463532  297.37557008  570.62840102
  286.03602013 -180.49143567  696.43527202  490.6744293   192.99392428
  192.77073172  366.21258147  521.31639918  731.12518482]","[ -88.41925091  395.84503465  217.81662774  346.55590404  248.80272693
   32.34085006  704.90824456  958.53471091  262.2471148  -130.98515945
  317.04514943  127.26009827  605.82504057  218.50861729  411.81344359
  865.36967454  256.58123079  669.85664188  487.49326893]","[  476.86896857   465.66032935   975.7028518   1280.10909543   811.3430581
   361.63810195   134.71409319  1040.00204125   530.94477338   948.57574275
   795.04605751   595.55157765   973.38553165   667.43442257   852.49221569
   605.39610311   509.17896967   266.7916787    175.25327771]"
"[ -64.30936018  618.02783217  588.95666491  261.75097068  690.59413094
   55.09514995  -64.30936018  306.38211637 -243.27794316  198.57945083
  690.59413094  453.61402858   82.81304257  114.49200847   16.29055455
  342.85744181 -271.45382176 -244.04953187  509.75605377]","[  285.92362787    -6.06263251  1042.09027985   -67.46258013   429.75374593
   271.11324088  -181.36293084   331.95781776   306.939389     285.92362787
   -27.61889603   573.1636323    -92.01334074   921.10842883   703.17358162
   124.16824139   117.45404225   961.86403416   704.27869988]","[ 863.69565523  302.45641497   37.37395359  -72.38065257  652.75778563
  382.66971267  221.01716494  744.62450712  554.49142437  175.15129289
  828.80940079  283.93243634  417.46956558  -72.38065257  652.75778563
  738.22299087  669.07284699  713.8497296   521.24874486]","[ 617.13769302  430.65828039  769.9258756   372.41239477  667.36709563
  643.63896933  721.74514598  899.86437753  596.21725862  505.3399572
  566.80279627  718.66555335  693.93745524  769.9258756   697.18299332
  639.16110338  180.45974852  751.07880806  730.39316542]","[ 513.58913527  354.76287992  284.45978177  374.45471492  173.87008447
  338.2709521   639.28763567  582.15945442  227.98029676  589.48539527
  660.76117852  575.22384601  367.30440357  374.72416647  692.49720702
  471.25541107  235.54279945  362.08798622   -1.73620823]","[  8.61065845e+02   2.80591759e+02   4.81015754e+02   6.61928138e+01
   4.28397704e+02   7.05288199e+02  -2.17710260e+02   7.17570696e+02
  -1.18926958e+02   6.87284960e+02   3.51367381e+02  -6.43547667e+01
   2.53202938e+02   3.95513615e+02   3.33596333e+02   8.32984960e+02
   6.45335459e+02   6.26942351e+02  -3.83660165e-01]","[  317.21953174   507.99503061  1157.02570923   694.73325293    40.28332695
   745.05991727   788.60159599   146.81131087   187.27005128   693.45582453
   517.96276602  -112.01081485   861.2616118    626.89256524   157.606724
   714.02456116   696.08577812   -13.93662518   497.8855432 ]"
"[ 542.71430952  623.8438317   120.38897215   59.96947927 -100.53212839
   51.04752415  334.39275542  120.38897215  739.8327106   509.71850909
 -151.92752274  292.97143808  304.48491737  542.71430952  623.8438317
 -181.84053987  594.51741831  -28.20254185  -53.98452746]","[  474.03014773  1111.58171271  1048.29531457   385.63836685    91.54192286
    31.43075249  -160.30735341   733.53837183  1031.03741358   720.59650654
   560.32530497   865.25635672   327.00957479  1254.17887268    31.43075249
    76.36943746   642.8424913    285.71400816   491.6009346 ]","[ 267.28108042  854.90127612  337.21668634  460.64518997  356.97070416
  808.40204865  808.26516549  297.6628578   428.81074223  815.73712512
  406.85429574  258.25662919  337.21668634  460.64518997  598.5170986
  332.91784536  532.14269317  362.91074512  575.62891896]","[ 421.52751437  413.02637392  496.06140939  779.70441902  665.56852458
  435.03696993  565.21026363  247.55879317  120.70276628  459.16636641
  435.03696993  386.35433045  439.81118803  776.13624583  401.548585
  478.28284515  724.06848254  451.803875    285.84951364]","[ 213.9925802   542.30466744  482.40287356  585.83977058  394.55594558
  170.2154328   361.8532123   306.3206701   492.1463681   -80.93844537
  342.25887497  315.16653027  482.13838364  417.04068373  440.97291224
    8.53038216  543.44105299  376.93811809  617.17903175]","[ 541.58374428  860.40945227  278.62042859  641.16767515  -93.05775755
 -138.29227713   24.58694899  715.0153166   143.90773123 -136.14648331
  841.58668691  385.32307448  -50.49614284  424.81080323  318.54748812
  166.66316588 -226.55329985  153.03299977  509.55929996]","[  951.8805463    281.37229285   154.36538738   530.27085943   490.20970238
   711.98395379   869.93020784   996.07074276   321.90797463   884.75343692
   137.99034211   824.23835491   576.63962892  1018.20780966   389.32972902
   483.05327121   916.26255317   593.95454392  1396.09187448]"
"[ -402.78443987   314.34784719   139.40647672  -181.69015181   223.23874219
   662.23872165    60.79367093   223.23874219   337.26188156  -127.40508068
    36.38789938   139.40647672  -181.69015181   262.81373049  -176.49859671
   531.39194046    19.38096037   116.18497817  1008.93473702]","[  399.81677278   333.55867521   759.83225903  1006.42107395   195.21142826
   476.13639333   305.99392234   437.29443102   243.14676553   944.19078079
    23.40839029  1281.45153565   399.81677278   333.55867521   568.26445827
   627.11285392   203.68114559   -61.59529742   136.0713851 ]","[ 591.27244889  494.48817444  519.86568374  315.25223892  288.76270146
  537.05294713  365.43541903  685.10828559  353.32966686  209.09128915
  691.76495988  738.58787962  250.17858327 -139.45819032  248.51922378
  385.54208756  591.27244889  494.48817444  439.1932621 ]","[ 926.58935731  597.24235181  592.78478706  774.01044685  577.60455011
  544.48005732  496.16066532  733.40499724  646.30084052  644.78513778
  226.23135585  506.14284195  544.48005732  387.33535717  109.67446609
  490.72798375  495.86106364  284.40303657  459.90559462]","[ 644.74548301  498.1793692   190.38900886  447.71349131  550.16817671
  635.84500804  442.34358715  170.71152606  606.63413531  510.5859638
  680.77885933  348.4472857   527.30923807  488.04576638  715.43961579
  345.38704462  436.4422334   575.07975703  450.60665273]","[  37.06979988  629.77019219  961.72458338  166.51700818  646.44636502
  329.77844894  800.69847943  256.76220678  735.19169704  167.08497481
  763.53849775   20.1046213   757.6906254   933.67646157  731.29505859
  172.31289711  672.7321848   931.97633381  814.82002879]","[  -27.80760596   887.07933504    15.68317249  1202.81128178   167.05690516
  1009.0724951    310.78474099   305.88812057   949.50614566   798.51737095
   872.00271874   802.29155262  1091.9581373   1038.71911634   483.90591913
   572.29388374   418.72013285   363.53060061   301.84609907]"
"[ 115.94282778  799.61748058  433.6263597   133.7242001    -5.66171357
  697.83081185 -159.97560752  759.11374717  491.59903401   -5.66171357
  283.02758666  249.62530879  461.65195012  181.79912856  461.65195012
  181.79912856  697.93815255  556.22770598  441.23828941]","[ -377.11494004   629.89172054  1049.43415894   404.32669089   605.1529076
   770.67117764    55.8802186     24.57472093     9.93286008    50.98296782
  1245.50090836   292.04085671  -509.78042372   419.85122727    -5.85537682
   292.04085671  -509.78042372   399.92756746  -302.63693406]","[ 657.05363101  488.42885032  744.27477304  213.51446726  890.51866147
  123.75443131   84.82905245  337.6122765   803.58611479  320.59061013
  688.20181836  661.55415065 -379.12526748  803.58611479  320.59061013
  397.79406344  318.81085454  197.24760318  536.38113531]","[ 600.00580915  505.82471771   56.75300242  523.92575708  549.91865541
  388.88995054  597.32463913  439.06643392   98.19238499  708.50397096
  137.9047922   646.63170177  298.23868871  105.73215483   29.70641148
   39.31693482  629.24417668  439.06643392  736.78897584]","[ -72.18539576  473.91744758  856.53691722  157.59724804  570.55328654
  153.67853716   94.1344721   369.10059769  367.75645553  441.264623
  699.67896334  295.46757969  279.46067069  461.65726134  320.55413831
  468.74543374  526.07359947  311.85123055  343.05285541]","[  177.04270401   -39.86369143   996.44933235   832.70106889   411.79317745
   216.22426271   447.46478369   590.8398015    199.62068057   433.75437005
   535.12642271  1008.86019913   132.91646843   -59.2080638    365.65866179
   599.30338597   568.42933571   285.42991779    24.77465219]","[   14.95714295  1242.81912608   851.95123949   658.87908233   530.19185846
   404.10339164  1360.04340639   966.46683679   245.02060787   556.58410105
   354.88994259   530.04695639   570.15951384   848.66328357  1164.06417857
   930.38015324   688.93347339  -159.65851948   524.74646123]"
"[  104.75738236   -67.53017319  1029.1719873    595.62032057   381.86692659
   661.47919236   595.62032057    25.41151192   614.60420366   556.22239321
   204.27585297  -291.03593587   316.92229298   355.13813088   -66.60412408
   104.54276909    97.05694488  -209.93325052   614.60420366]","[ 1073.07282094   845.93956662   136.22321765   114.41397969   639.15066264
   838.72979057   251.44743198   746.97131798   352.08262441  -100.8181211
   269.98637512   389.15711318  -152.77601017   245.11896169  1092.23529011
   957.95124426    20.7008044    352.08262441   575.43993402]","[ 704.33560363  483.51541309  601.64597433  550.46888823    1.31045268
  472.12311644  608.73971177  497.59902199  300.24032523  600.80591456
  802.935981    395.06954138  -77.74036666  463.98925254  890.62794672
    1.31045268  472.12311644  953.83259256  558.56830214]","[ 331.75691925  645.20385964  451.85764769  502.89310419  537.47752154
  486.56118713  477.7324537   745.23719131  693.00187072  746.16090682
  692.49589334  666.39070412  372.35956523  491.8165298   719.49632549
  -41.73382094  537.47752154  604.57131458  686.55261807]","[ 692.99289142  577.85359384  149.81206325  587.46653861  659.06798619
  298.91160607  561.10916303  476.38346735  324.07458841  801.35635598
  503.37444784  428.41379116  585.7885611   494.88319193  283.33506824
  228.2983741   156.11941209  398.42836983  483.06526033]","[  445.42275834    44.18420426   203.80945936   440.32562798   590.38682462
   226.30699266   639.4588175    438.26176432   159.52261317   -97.54974017
   597.17689503   830.88589173   215.67791215   675.89667345   473.7324546
   708.11515706   377.94552118  1051.19319203   663.18714995]","[ 1179.51069014    79.34026798   494.44704032   881.1984791    466.2633388
   858.53456126  1107.53363777   625.45877114   336.12710086   470.15840516
   471.72360336   435.73197605   418.66038814   573.60125305   469.43587309
   970.95227862   827.89189689   302.79241862   783.33592162]"
"[ 550.67962009  -96.80476448  764.75347696    1.90168348  113.27444083
  441.21675623  179.50458446  764.75347696   51.36147265 -289.70347558
  591.5581594   113.27444083  303.90918575  221.18132397 -303.91639039
 -156.61219726  308.94694038  220.19468602  451.97558233]","[  880.53647536   713.09150048  1121.26141969   714.24706092   538.06916612
   535.67432513  1139.97927075  -100.39607433  1343.94185883   247.28589353
   289.54151601   487.1056453    707.15789521   210.63387516   639.44164598
   700.66919076   713.09150048   705.37572772   387.56782001]","[ 160.48652913   17.65375544  315.42844337  677.63025983  775.57771313
  739.59970771  699.9109385   284.49845336  803.75497396  691.67649183
  172.59948549  665.07959915  234.2098414   610.26872374  725.03381202
  144.38556949  803.75497396  485.83717497  278.51365442]","[ 560.66822676  789.04836889  560.51852352  679.0529098   588.78284244
  712.90435329  599.37654398  270.17941411  651.56338772  588.78284244
  490.58144499  652.7168595   688.04627362  486.86561664  643.29053592
  419.24830251  788.38266216  609.16158993  674.35324851]","[ 452.47462698  397.61709198  685.96853742  339.33195894  651.01260072
  248.93266853  237.6388545   113.1378029   677.42930842  464.66988222
  736.01990258  724.37991228  390.51918111  339.43427236  398.68411252
  501.71301391  502.96905355  447.64631108  574.8287748 ]","[ 233.11813658  772.98351552  -99.63676558  683.25453718 -125.33231196
   53.27565459  492.07633194  673.75674459  943.21065673  959.56076277
 -120.83892343  610.70024367  653.71323388  217.37927788  696.5171254
  344.45852817   98.73674525  675.52443625  -15.07684955]","[  700.00589976   843.08240991  1168.19974567   -34.62266262   483.47459344
   842.820459    -110.22148541   686.13899838   636.27689387  1023.01672911
   634.38294281   283.58894422   606.2590176    721.24765547   353.07348871
   939.93990466  1066.64381487   821.17776861   672.51097451]"
"[ 275.93989595  -24.96548771  272.84637821  -35.72309464  971.24315307
  218.3435502   200.41628354  432.14337324  392.01077079  672.66076247
  572.20974287  275.93989595  218.3435502    49.27603973   37.883456
  529.5143462   585.9843497    28.16367011  313.1392993 ]","[  694.91311769  1224.12707674   217.04729823   139.19862201   798.64120986
   249.87653871   844.77528029   171.41179757    84.27729526  1060.20304284
   740.74709882   -14.38615984   171.41179757   943.2682951   -103.66867366
   371.48396859   -87.15836387   902.50487795   406.28750416]","[ 233.77129427  792.46813224  451.00949787  243.74950615 -144.23640469
  342.90380828  190.94129768  450.07485687  312.71386981  317.69356525
  372.58172334  756.52912122  214.76995222  989.17804008  243.74950615
  289.94250098  310.8852755   633.97079612  763.96377191]","[ 615.07570408  244.24065935  625.35530426  664.20314544  677.46704531
  134.56435909  617.15381017   -2.4763326   514.7602498   718.26884498
  540.82038141  617.15381017    8.75840087  493.24404028  893.23737761
  662.35155848  600.73894144  698.93621011  870.57014908]","[ 319.81013799  432.68166648  248.04709491  367.24613509  506.94144452
  253.87839133  445.35841399  261.12511865  760.86803184  478.50670074
  234.38047005  416.4670617   367.47862281  224.36404653  132.25955882
  394.90427055 -274.36158732  398.5120354   620.68357945]","[  79.46672228  636.65635383  120.84047929  543.78535148  524.41158175
  869.82955068  287.88565462  576.69050573  -33.19551423  -23.09398232
  460.67532552  133.69114389  725.60364279  306.84982977  666.36708862
  684.83645641  279.62352465  710.02920466  287.55307927]","[  304.23593718   462.11241023   816.8500168    796.00406536  1138.38481287
  1061.35212413    33.07877998   279.6743059    808.1821562    559.33014607
   816.89948615   475.05964649  1109.0221816    869.91214277   262.22296337
  1131.78001842  1027.14034302   380.17587098   749.44737467]"
"[ 521.92619899  425.05462957  142.03105212  352.41567582  382.31295549
  679.31834941  450.97344778  428.32344865  200.35169746  -53.24735398
  400.93559499 -199.36080588  142.03105212  425.05462957  525.85739517
  578.4036619   383.28555807  294.87568416  470.6504536 ]","[  720.73365112   319.94247888   250.78808159   608.8702014   1313.07580748
   353.12609041   204.29604371   665.17197636  1140.02935112  1121.7997629
   937.20796044   107.60584914   364.44027468  1028.48780241   194.51276173
   214.905807     697.7709689    763.66642062   250.78808159]","[ 364.72591099  865.66002001  389.2499728   213.05587795  800.74128972
  691.79972747  225.90087188  117.70724988  665.91463263  255.6470249
  670.4142895   329.97671861  184.35197666  318.18939908   -2.11958284
  782.41121582  605.29953116  255.6470249   663.85326676]","[ 270.6778676   638.73726647  405.00371976  467.02248105  592.92996524
  467.02248105  520.6786231   661.8093968   282.16614798  286.68288665
  481.55750461  621.96471031  664.85027937  571.33262106  755.90919045
  260.9451977   757.59750913  473.85147911  291.65837364]","[ 168.50889388  544.08653822  395.66129812  610.20232678  263.07492861
  495.3456205   233.9859211   466.81717455  175.97105448  717.16088959
  342.02716179  313.16461513  672.11285098  608.02146654  196.67149631
  633.76496567  471.68346383  550.61154253  687.70223296]","[-114.49841193  555.87063342  601.72668385  609.89135288  293.58707636
  523.92967314  658.78179997  524.3738728   163.16369058  227.58548677
  895.60007696  450.5503314   749.0493839   622.51520778  -76.1068654
  709.09975673  413.90768375  819.98510642  300.69532316]","[  557.84911832   638.4501008   1105.01595978   502.82732759   -22.78216255
  -229.97538646   458.41302362  1021.97844862  1225.22896348  1188.03585294
   160.61141156   468.57569896   451.78338746   903.41318041   837.05471395
   895.39992783  1044.45489531   103.06704761   767.50454376]"
