policyParams0,policyParams1,policyParams2,policyParams3,policyParams4,policyParams5,policyParams6,policyParams7,policyParams8,policyParams9
"[-0.1007058  -0.29917829  0.21368075 ...,  0.036       0.046      -0.024     ]","[ 0.07339489  0.00706123 -0.08581206 ..., -0.0005     -0.0185     -0.00549998]","[ 0.27808685  0.16453727  0.05707438 ...,  0.007      -0.012       0.02899999]","[ 0.35797116  0.0060372  -0.34909272 ...,  0.005      -0.012       0.035     ]","[ -1.21011502e-01  -2.65956275e-01   4.64660232e-04 ...,   3.76672977e-13
  -3.69999979e-02   3.99999199e-03]","[ 0.04950436 -0.3280792  -0.10550977 ..., -0.00150005 -0.0055     -0.0185    ]","[-0.07996847 -0.0034639   0.3421068  ..., -0.0005      0.0105     -0.0195    ]","[ 0.13082051  0.32471575  0.25318845 ...,  0.00450001  0.0025     -0.0095    ]","[-0.23904338  0.3003144   0.06557169 ...,  0.009       0.021       0.029     ]","[ 0.08716254  0.09904297  0.09098947 ..., -0.016      -0.026      -0.006     ]"
"[-0.10270579 -0.29717829  0.21168076 ...,  0.034       0.047      -0.025     ]","[ 0.07489488  0.00656155 -0.08631206 ..., -0.001      -0.018      -0.00499998]","[ 0.27758685  0.16403728  0.05857438 ...,  0.0075     -0.0125      0.03049999]","[ 0.35897116  0.0050372  -0.34809272 ...,  0.004      -0.011       0.033     ]","[ -1.20011503e-01  -2.65956275e-01   1.46465999e-03 ...,  -1.99999999e-03
  -3.49999979e-02  -8.00576141e-09]","[ 0.04850436 -0.3270792  -0.10250977 ..., -0.00050005 -0.0035     -0.0185    ]","[-0.07946847 -0.0029639   0.3436068  ..., -0.001       0.011      -0.018     ]","[ 0.12932051  0.32321575  0.25368845 ...,  0.00400001  0.003      -0.011     ]","[-0.24004337  0.3003144   0.06557169 ...,  0.008       0.023       0.028     ]","[ 0.08816254  0.09904297  0.09098947 ..., -0.015      -0.026      -0.007     ]"
"[-0.10470579 -0.29917829  0.21368075 ...,  0.035       0.047      -0.027     ]","[ 0.07489488  0.00456155 -0.08831206 ..., -0.002      -0.017      -0.00299998]","[ 0.27658685  0.16303728  0.05657438 ...,  0.0055     -0.0145      0.03249999]","[ 0.35697116  0.0060372  -0.34709272 ...,  0.003      -0.009       0.034     ]","[-0.1190115  -0.26695627  0.00046466 ..., -0.001      -0.036      -0.00100001]","[ 0.04900436 -0.32857914 -0.10100977 ..., -0.00100005 -0.002      -0.018     ]","[-0.08046847 -0.0049639   0.3426068  ...,  0.001       0.009      -0.019     ]","[ 0.13132046  0.32221575  0.25168845 ...,  0.00500001  0.004      -0.012     ]","[-0.24054337  0.2988144   0.06607169 ...,  0.0095      0.0235      0.0275    ]","[ 0.08616254  0.09704297  0.08898947 ..., -0.017      -0.028      -0.005     ]"
"[-0.10870579 -0.30117829  0.21768075 ...,  0.035       0.05       -0.029     ]","[ 0.07689488  0.00556155 -0.09031206 ..., -0.005      -0.015      -0.00099998]","[ 0.27708685  0.16453728  0.05707438 ...,  0.004      -0.014       0.03399999]","[ 0.35797116  0.0070372  -0.34809272 ...,  0.002      -0.008       0.033     ]","[ -1.19511503e-01  -2.67456274e-01  -3.53398631e-05 ...,  -5.00000012e-04
  -3.64999979e-02  -1.50000795e-03]","[ 0.04850436 -0.32907914 -0.10050977 ..., -0.00150005 -0.0015     -0.0185    ]","[-0.07946847 -0.0039639   0.3436068  ...,  0.002       0.01       -0.02      ]","[ 0.13132046  0.32121576  0.25168845 ...,  0.00300001  0.005      -0.014     ]","[-0.23904337  0.2993144   0.06557169 ...,  0.009       0.025       0.026     ]","[ 0.08416254  0.09704297  0.08998947 ..., -0.016      -0.03       -0.006     ]"
"[-0.10920579 -0.30067829  0.21718075 ...,  0.0345      0.0485     -0.0285    ]","[ 0.07739488  0.00706155 -0.09181206 ..., -0.0065     -0.0135     -0.00149998]","[ 0.27608685  0.16653728  0.05907438 ...,  0.005      -0.016       0.03499999]","[  3.56971162e-01   8.03719883e-03  -3.50092719e-01 ...,   5.85674565e-10
  -8.00000029e-03   3.19999957e-02]","[-0.1185115  -0.26645628 -0.00303534 ..., -0.0025     -0.0375     -0.00350001]","[ 0.04950436 -0.33007914 -0.10250976 ...,  0.00049995 -0.0025     -0.0195    ]","[-0.07996847 -0.0044639   0.3431068  ...,  0.0015      0.0095     -0.0205    ]","[ 0.13182046  0.32171576  0.25118845 ...,  0.00250001  0.0055     -0.0145    ]","[-0.23854337  0.29981424  0.06507169 ...,  0.0095      0.0265      0.0265    ]","[ 0.08616254  0.09704297  0.09198947 ..., -0.014      -0.028      -0.007     ]"
"[-0.11170579 -0.30017829  0.21668076 ...,  0.032       0.05       -0.027     ]","[ 0.07689488  0.00656155 -0.09331206 ..., -0.01       -0.016      -0.00399998]","[ 0.27708685  0.16753727  0.05907438 ...,  0.007      -0.017       0.03599999]","[ 0.35697116  0.0090372  -0.35009272 ..., -0.002      -0.007       0.033     ]","[-0.1190115  -0.26695628 -0.00253534 ..., -0.004      -0.038      -0.00200001]","[ 0.04850436 -0.32907915 -0.10150976 ...,  0.00049995 -0.0005     -0.0195    ]","[-0.08146847 -0.00396391  0.34460679 ...,  0.001       0.01       -0.022     ]","[ 0.13032046  0.32021576  0.25268845 ...,  0.00100001  0.005      -0.015     ]","[-0.23804337  0.30031424  0.06457169 ...,  0.009       0.027       0.026     ]","[ 0.08566254  0.09654297  0.09248947 ..., -0.0145     -0.0275     -0.0065    ]"
"[-0.11320579 -0.29967829  0.21618076 ...,  0.0305      0.0515     -0.0265    ]","[ 0.07689488  0.00956155 -0.09031206 ..., -0.01       -0.017      -0.00599998]","[ 0.27658685  0.16803727  0.05857438 ...,  0.0075     -0.0175      0.03649999]","[ 0.35747116  0.0105372  -0.35059272 ..., -0.0025     -0.0065      0.0335    ]","[-0.1175115  -0.26745627 -0.00303534 ..., -0.0025     -0.0395     -0.00050001]","[  5.00043618e-02  -3.31579146e-01  -9.80097653e-02 ...,  -4.65894165e-08
   2.00000241e-03  -1.80000024e-02]","[-0.08096847 -0.00346391  0.3451068  ...,  0.0015      0.0115     -0.0235    ]","[  1.28320461e-01   3.23215760e-01   2.55688448e-01 ...,   8.33588480e-09
   9.00000108e-03  -1.39999986e-02]","[-0.23804337  0.29931424  0.06557169 ...,  0.01        0.03        0.025     ]","[ 0.08366254  0.09854297  0.09048947 ..., -0.0125     -0.0285     -0.0045    ]"
"[-0.11670578 -0.29817831  0.21468076 ...,  0.027       0.047      -0.029     ]","[ 0.07739488  0.01006155 -0.09081206 ..., -0.0095     -0.0165     -0.00549998]","[ 0.27858685  0.17003727  0.06057438 ...,  0.0055     -0.0195      0.03849999]","[ 0.35597116  0.0090372  -0.34909272 ..., -0.002      -0.008       0.032     ]","[-0.1180115  -0.26795627 -0.00153534 ..., -0.003      -0.04       -0.00100001]","[ 0.05050436 -0.33207915 -0.09750977 ...,  0.00049995  0.0015     -0.0175    ]","[-0.07996847 -0.00346391  0.3451068  ...,  0.0005      0.0105     -0.0245    ]","[ 0.12732046  0.32421576  0.25668845 ..., -0.00099999  0.008      -0.014     ]","[-0.23904337  0.29831424  0.06557169 ...,  0.009       0.03        0.025     ]","[ 0.08216254  0.09904297  0.08898947 ..., -0.013      -0.027      -0.008     ]"
"[-0.11970578 -0.29617831  0.21268076 ...,  0.024       0.044      -0.03      ]","[ 0.07639489  0.01206155 -0.08881206 ..., -0.0095     -0.0175     -0.00649998]","[ 0.28058685  0.16903727  0.06257438 ...,  0.0065     -0.0205      0.03849999]","[ 0.35497116  0.0090372  -0.34809272 ..., -0.003      -0.01        0.033     ]","[-0.1175115  -0.26845627 -0.00203534 ..., -0.0035     -0.0405     -0.00150001]","[ 0.05250436 -0.33407915 -0.09850976 ...,  0.00249995  0.0005     -0.0175    ]","[ -8.14684714e-02  -2.96390769e-03   3.45606793e-01 ...,   1.79915191e-09
   9.99999663e-03  -2.49999994e-02]","[ 0.12582046  0.32471575  0.25818845 ...,  0.00050001  0.0075     -0.0135    ]","[-0.23654338  0.29781424  0.06607169 ...,  0.0085      0.0325      0.0255    ]","[ 0.08166254  0.09854297  0.08948947 ..., -0.0125     -0.0265     -0.0085    ]"
"[-0.12070578 -0.29417831  0.21068076 ...,  0.023       0.044      -0.03      ]","[ 0.07389489  0.01356155 -0.08931206 ..., -0.012      -0.017      -0.00899998]","[ 0.27908685  0.16753727  0.06107438 ...,  0.007      -0.022       0.03999999]","[ 0.35697116  0.0080372  -0.34809272 ..., -0.003      -0.012       0.036     ]","[-0.1185115  -0.26945627 -0.00103534 ..., -0.0025     -0.0415     -0.00350001]","[ 0.05200436 -0.33357915 -0.09900976 ...,  0.00099995  0.004      -0.022     ]","[-0.08146847 -0.00196391  0.34860679 ..., -0.001       0.009      -0.024     ]","[ 0.12582046  0.32271577  0.25718845 ...,  0.00350001  0.0085     -0.0145    ]","[-0.23704337  0.29831424  0.06557169 ...,  0.008       0.034       0.026     ]","[ 0.08316254  0.10004297  0.08898947 ..., -0.011      -0.027      -0.01      ]"
"[-0.12170578 -0.29317831  0.20968077 ...,  0.022       0.043      -0.029     ]","[ 0.07389489  0.01556154 -0.08731206 ..., -0.014      -0.015      -0.01199998]","[ 0.27608685  0.16453727  0.06007438 ...,  0.006      -0.022       0.04299999]","[ 0.35797116  0.0090372  -0.34909272 ..., -0.003      -0.013       0.036     ]","[-0.1190115  -0.27095627 -0.00153534 ..., -0.001      -0.042      -0.00200001]","[  5.20043619e-02  -3.32579147e-01  -1.00009763e-01 ...,  -4.66236432e-08
   6.00000234e-03  -2.20000023e-02]","[ -8.34684714e-02   3.60921899e-05   3.48606792e-01 ...,  -9.99998209e-04
   8.99999663e-03  -2.29999993e-02]","[ 0.12632046  0.32321577  0.25668845 ...,  0.00100001  0.011      -0.013     ]","[-0.23604338  0.29631424  0.06657169 ...,  0.009       0.032       0.027     ]","[ 0.08266254  0.10054297  0.08748947 ..., -0.0125     -0.0285     -0.0115    ]"
"[-0.12220578 -0.29167831  0.20818077 ...,  0.0225      0.0435     -0.0295    ]","[ 0.07289489  0.01456154 -0.08831206 ..., -0.015      -0.016      -0.01099998]","[ 0.27508685  0.16553727  0.05907438 ...,  0.007      -0.023       0.04399999]","[ 0.35997116  0.0110372  -0.35009272 ..., -0.002      -0.014       0.036     ]","[ -1.20511502e-01  -2.70456273e-01  -3.53407503e-05 ...,   5.00000525e-04
  -4.34999972e-02  -5.00007792e-04]","[ 0.05200436 -0.32957915 -0.09900976 ..., -0.00300005  0.01       -0.021     ]","[-0.08296847  0.00053609  0.34910679 ..., -0.0015      0.0085     -0.0245    ]","[  1.25320461e-01   3.24215767e-01   2.57688447e-01 ...,   8.18930872e-09
   1.00000009e-02  -1.39999985e-02]","[-0.23554338  0.29581424  0.06707169 ...,  0.0095      0.0315      0.0275    ]","[ 0.08216254  0.10104297  0.08598947 ..., -0.013      -0.03       -0.013     ]"
"[-0.12220578 -0.29367831  0.21018077 ...,  0.0235      0.0425     -0.0285    ]","[ 0.07239489  0.01406154 -0.08981206 ..., -0.0135     -0.0145     -0.01049998]","[ 0.27508685  0.16453727  0.05907438 ...,  0.006      -0.024       0.04399999]","[ 0.36097116  0.0120372  -0.35109272 ..., -0.001      -0.015       0.035     ]","[-0.1190115  -0.26995627 -0.00053534 ..., -0.001      -0.043      -0.00200001]","[ 0.05150436 -0.32807915 -0.09950976 ..., -0.00150005  0.0115     -0.0195    ]","[ -8.24684735e-02   1.03609131e-03   3.49606788e-01 ...,   1.95902927e-09
   8.99999661e-03  -2.59999993e-02]","[ 0.12582046  0.32471577  0.25718845 ..., -0.00049999  0.0095     -0.0145    ]","[-0.23404338  0.29531424  0.06757169 ...,  0.012       0.027       0.031     ]","[ 0.08416254  0.10104297  0.08898947 ..., -0.012      -0.028      -0.016     ]"
"[-0.12320577 -0.29567831  0.21218076 ...,  0.0245      0.0425     -0.0275    ]","[ 0.06939489  0.01106154 -0.09181206 ..., -0.0135     -0.0115     -0.00849998]","[ 0.27658685  0.16503726  0.06057438 ...,  0.0075     -0.0265      0.04449999]","[ 0.36047116  0.0115372  -0.35059272 ..., -0.0025     -0.0135      0.0365    ]","[ -1.17011503e-01  -2.71956273e-01  -2.53533879e-03 ...,   4.56900864e-10
  -4.49999972e-02  -7.74134046e-09]","[ 0.05050436 -0.32907915 -0.09750976 ..., -0.00250005  0.0125     -0.0175    ]","[ -8.24684735e-02   1.03609130e-03   3.49606788e-01 ...,   1.95895285e-09
   7.99999662e-03  -2.49999993e-02]","[ 0.12832046  0.32521582  0.25568845 ..., -0.00199999  0.012      -0.013     ]","[-0.23404337  0.29631424  0.06657169 ...,  0.013       0.026       0.03      ]","[ 0.08466254  0.10054297  0.08948947 ..., -0.0115     -0.0275     -0.0165    ]"
"[-0.12070578 -0.29317831  0.21168076 ...,  0.022       0.043      -0.027     ]","[ 0.0688949   0.01256153 -0.09031206 ..., -0.013      -0.013      -0.00699998]","[ 0.27808685  0.16353726  0.06007438 ...,  0.007      -0.027       0.04599999]","[ 0.35897116  0.0120372  -0.34909272 ..., -0.004      -0.012       0.036     ]","[-0.11601151 -0.27295627 -0.00153534 ...,  0.001      -0.046       0.00099999]","[ 0.04900436 -0.32757915 -0.09900976 ..., -0.00100005  0.014      -0.018     ]","[-0.08246847  0.00103609  0.34960679 ..., -0.001       0.006      -0.026     ]","[ 0.12782046  0.32371582  0.25618845 ..., -0.00249999  0.0105     -0.0145    ]","[-0.23404337  0.29631424  0.06657169 ...,  0.013       0.025       0.031     ]","[ 0.08316254  0.10204297  0.08798947 ..., -0.013      -0.027      -0.016     ]"
"[-0.11970578 -0.29217831  0.21368076 ...,  0.021       0.039      -0.031     ]","[ 0.0678949   0.01156176 -0.09131206 ..., -0.012      -0.014      -0.00799998]","[ 0.27958685  0.16503726  0.06157438 ...,  0.0075     -0.0255      0.04449999]","[ 0.35797116  0.0110372  -0.34809272 ..., -0.003      -0.011       0.035     ]","[-0.11651151 -0.27345627 -0.00103534 ...,  0.0015     -0.0445      0.00149999]","[ 0.04800436 -0.32657915 -0.09800976 ..., -0.00300005  0.014      -0.017     ]","[-0.08146847  0.00203609  0.35060678 ..., -0.001       0.007      -0.027     ]","[ 0.12782046  0.32271583  0.25418855 ..., -0.00249999  0.0125     -0.0135    ]","[-0.23554337  0.29881424  0.06407169 ...,  0.0125      0.0245      0.0295    ]","[ 0.08516254  0.09904297  0.08898947 ..., -0.011      -0.024      -0.016     ]"
"[-0.12070578 -0.2931783   0.21268076 ...,  0.02        0.04       -0.03      ]","[ 0.0678949   0.01056176 -0.09231206 ..., -0.011      -0.013      -0.00899998]","[ 0.28108685  0.16453726  0.06007438 ...,  0.006      -0.025       0.04499999]","[ 0.35797116  0.0100372  -0.34809272 ..., -0.003      -0.009       0.034     ]","[-0.11701151 -0.27595627 -0.00053534 ...,  0.003      -0.046       0.00099999]","[ 0.04750436 -0.32507915 -0.09950976 ..., -0.00450005  0.0135     -0.0195    ]","[ -8.14684745e-02   2.03609024e-03   3.50606782e-01 ...,   1.89301020e-09
   6.99999654e-03  -2.79999993e-02]","[ 0.12732046  0.32221583  0.25468855 ..., -0.00399999  0.011      -0.012     ]","[-0.23704337  0.29831424  0.06357169 ...,  0.012       0.025       0.03      ]","[ 0.08416254  0.10104297  0.08798948 ..., -0.011      -0.026      -0.018     ]"
"[-0.12170578 -0.2931783   0.21268076 ...,  0.02        0.043      -0.027     ]","[ 0.06939489  0.01306176 -0.09081206 ..., -0.0115     -0.01050001
 -0.01149998]","[ 0.28008685  0.16553726  0.06107438 ...,  0.007      -0.026       0.04599999]","[ 0.35547116  0.0115372  -0.34759272 ..., -0.0025     -0.0075      0.0355    ]","[-0.11651151 -0.27645627 -0.00103534 ...,  0.0035     -0.0465      0.00149999]","[ 0.04800436 -0.32557914 -0.09900976 ..., -0.00600005  0.012      -0.018     ]","[-0.08296847  0.00053609  0.34910678 ...,  0.0015      0.0075     -0.0285    ]","[ 0.12732046  0.32421583  0.25468855 ..., -0.00299999  0.013      -0.012     ]","[-0.23804337  0.29731424  0.06457169 ...,  0.013       0.024       0.031     ]","[ 0.08516254  0.10004297  0.08898947 ..., -0.01       -0.028      -0.019     ]"
"[-0.12370577 -0.2921783   0.21168076 ...,  0.02        0.045      -0.026     ]","[ 0.06939488  0.01506176 -0.08981206 ..., -0.0125     -0.01050001
 -0.01349998]","[ 0.28058685  0.16603726  0.06157438 ...,  0.0075     -0.0255      0.04549999]","[ 0.35697116  0.0130372  -0.34909272 ..., -0.003      -0.008       0.036     ]","[-0.11501151 -0.27595627 -0.00053534 ...,  0.002      -0.05       -0.00300001]","[ 0.05000436 -0.32557914 -0.09700976 ..., -0.00600005  0.01       -0.019     ]","[ -8.14684750e-02   1.03609022e-03   3.49606782e-01 ...,   1.91336705e-09
   5.99999651e-03  -2.89999970e-02]","[ 0.12882046  0.32671582  0.25418855 ..., -0.00149999  0.0155     -0.0135    ]","[-0.23904337  0.29831424  0.06357169 ...,  0.014       0.022       0.03      ]","[ 0.08566254  0.10054297  0.08948947 ..., -0.0095     -0.0275     -0.0195    ]"
"[-0.12670577 -0.2911783   0.21268076 ...,  0.023       0.047      -0.022     ]","[ 0.07089488  0.01456176 -0.09031206 ..., -0.015      -0.00800001
 -0.01299998]","[ 0.28008685  0.16553726  0.06307438 ...,  0.008      -0.026       0.04699999]","[ 0.35597116  0.0140372  -0.35009272 ..., -0.004      -0.009       0.037     ]","[-0.11301151 -0.27695627 -0.00253534 ...,  0.001      -0.052      -0.00400001]","[ 0.05100436 -0.32457914 -0.09800976 ..., -0.00700005  0.009      -0.02      ]","[-0.08346847 -0.00096391  0.34760678 ...,  0.002       0.005      -0.03      ]","[ 0.12932046  0.32521583  0.25368855 ..., -0.00099999  0.014      -0.013     ]","[-0.23904337  0.29731424  0.06557169 ...,  0.014       0.02        0.033     ]","[ 0.08716254  0.10204297  0.08798948 ..., -0.008      -0.026      -0.018     ]"
"[-0.12620577 -0.2906783   0.21218076 ...,  0.0235      0.0475     -0.0215    ]","[ 0.07239488  0.01606176 -0.08881206 ..., -0.0165     -0.00750001
 -0.01349998]","[ 0.27808685  0.16353726  0.06307438 ...,  0.005      -0.029       0.04999999]","[ 0.35547116  0.0135372  -0.35059272 ..., -0.0035     -0.0095      0.0375    ]","[ -1.12011505e-01  -2.75956268e-01  -3.53533908e-03 ...,   4.54686852e-10
  -5.19999971e-02  -3.00000866e-03]","[ 0.05150436 -0.32407914 -0.09850976 ..., -0.00650005  0.0085     -0.0205    ]","[-0.08296848  0.00053609  0.34810678 ...,  0.0005      0.0045     -0.0305    ]","[ 0.12932046  0.32521583  0.25468855 ...,  0.00100001  0.012      -0.012     ]","[-0.23854337  0.29581424  0.06707169 ...,  0.0145      0.0185      0.0345    ]","[ 0.08766254  0.10154297  0.08848948 ..., -0.0055     -0.0265     -0.0165    ]"
"[-0.12370581 -0.28617831  0.21068076 ...,  0.026       0.044      -0.025     ]","[ 0.07389488  0.01756176 -0.08731206 ..., -0.018      -0.00900001
 -0.01299998]","[ 0.27508685  0.16253726  0.06207438 ...,  0.002      -0.032       0.05199999]","[ 0.35497116  0.0150372  -0.35009272 ..., -0.004      -0.011       0.036     ]","[-0.11051151 -0.27545627 -0.00503534 ...,  0.0005     -0.0505     -0.00250001]","[ 0.05050436 -0.32207914 -0.09950976 ..., -0.00750005  0.0085     -0.0225    ]","[ -8.34684768e-02   3.60917881e-05   3.48606788e-01 ...,   1.00000195e-03
   1.99999655e-03  -3.19999969e-02]","[  1.28320461e-01   3.24215834e-01   2.53688548e-01 ...,   8.34973095e-09
   1.10000009e-02  -1.09999987e-02]","[-0.24054337  0.29481424  0.06807169 ...,  0.0155      0.0175      0.0355    ]","[ 0.08716254  0.10204297  0.08698948 ..., -0.006      -0.026      -0.016     ]"
"[-0.12270582 -0.2871783   0.21168076 ...,  0.027       0.043      -0.026     ]","[ 0.07189488  0.01656176 -0.08831206 ..., -0.016      -0.01000001
 -0.01499998]","[ 0.27558685  0.16203726  0.06357438 ...,  0.0035     -0.0315      0.05349999]","[ 0.35547116  0.0155372  -0.35259272 ..., -0.0035     -0.0105      0.0345    ]","[-0.10801151 -0.27595627 -0.00753534 ...,  0.001      -0.052      -0.00400001]","[ 0.04900436 -0.32157914 -0.10100976 ..., -0.00700005  0.008      -0.024     ]","[-0.08296848  0.00053609  0.34910679 ...,  0.0005      0.0015     -0.0325    ]","[ 0.12882046  0.32471583  0.25318855 ...,  0.00050001  0.0105     -0.0115    ]","[-0.24004337  0.29531424  0.06857169 ...,  0.015       0.017       0.034     ]","[ 0.08716254  0.10304297  0.08698948 ..., -0.005      -0.027      -0.016     ]"
"[-0.12070581 -0.2851783   0.21068076 ...,  0.029       0.04       -0.027     ]","[ 0.07289488  0.01656176 -0.08831206 ..., -0.015      -0.00800001
 -0.01499998]","[ 0.27408685  0.16253726  0.06407438 ...,  0.005      -0.032       0.05399999]","[ 0.35597116  0.0160372  -0.35309272 ..., -0.003      -0.009       0.033     ]","[ -1.06011506e-01  -2.74956269e-01  -9.53533826e-03 ...,   5.74790936e-11
  -5.19999970e-02  -6.00000864e-03]","[ 0.04650436 -0.32007914 -0.10250976 ..., -0.00550005  0.0065     -0.0255    ]","[-0.08196848  0.00153609  0.35010679 ..., -0.0015      0.0015     -0.0345    ]","[ 0.12732046  0.32321584  0.25468855 ..., -0.00099999  0.012      -0.013     ]","[-0.24004337  0.29531424  0.06857169 ...,  0.015       0.018       0.033     ]","[ 0.08516254  0.10404297  0.08498948 ..., -0.007      -0.024      -0.016     ]"
"[-0.12020581 -0.2846783   0.21018076 ...,  0.0295      0.0385     -0.0275    ]","[ 0.07089488  0.01456176 -0.08831206 ..., -0.013      -0.00900001
 -0.01599998]","[ 0.27358685  0.16203726  0.06357438 ...,  0.0065     -0.0325      0.05249999]","[ 0.35597116  0.0180372  -0.35509272 ..., -0.002      -0.009       0.033     ]","[-0.10501151 -0.27595627 -0.00853534 ...,  0.001      -0.053      -0.00500001]","[ 0.04600436 -0.32057914 -0.10400976 ..., -0.00300005  0.004      -0.026     ]","[ -8.04684792e-02   2.03609086e-03   3.50606786e-01 ...,   1.87173357e-09
   9.99996575e-04  -3.59999969e-02]","[ 0.12582046  0.32171584  0.25618855 ..., -0.00249999  0.0125     -0.0135    ]","[-0.23954337  0.29581424  0.06707169 ...,  0.0135      0.0195      0.0315    ]","[ 0.08416254  0.10604297  0.08298948 ..., -0.006      -0.024      -0.015     ]"
"[-0.11820582 -0.28367831  0.21018077 ...,  0.0285      0.0385     -0.0275    ]","[ 0.07239468  0.01406176 -0.08681206 ..., -0.0115     -0.00750001
 -0.01449998]","[ 0.27208685  0.16253726  0.06607438 ...,  0.009      -0.032       0.05499999]","[ 0.35597116  0.0170372  -0.35509272 ..., -0.002      -0.011       0.031     ]","[-0.10401151 -0.27695627 -0.00853534 ...,  0.002      -0.052      -0.00300001]","[ 0.04500436 -0.32157914 -0.10400976 ..., -0.00200005  0.003      -0.024     ]","[-0.08096848  0.00353609  0.35210678 ...,  0.0015      0.0005     -0.0375    ]","[ 0.12332046  0.32021584  0.25968855 ..., -0.00399999  0.014      -0.014     ]","[-0.24054337  0.29581424  0.06707169 ...,  0.0135      0.0185      0.0315    ]","[ 0.08416254  0.10704297  0.08198948 ..., -0.008      -0.023      -0.017     ]"
"[-0.11670582 -0.2831783   0.20968074 ...,  0.031       0.037      -0.03      ]","[ 0.07189468  0.01356177 -0.08731206 ..., -0.011      -0.00900001
 -0.01299998]","[ 0.27108686  0.16153726  0.06407438 ...,  0.007      -0.03        0.05299999]","[ 0.35497116  0.0160372  -0.35409272 ..., -0.001      -0.01        0.03      ]","[-0.10401151 -0.27695627 -0.00853534 ...,  0.003      -0.054      -0.00500001]","[ 0.04500436 -0.32057915 -0.10300976 ..., -0.00300005  0.001      -0.024     ]","[-0.08046848  0.00403609  0.35260678 ...,  0.001      -0.001      -0.039     ]","[ 0.12332046  0.32021584  0.26068855 ..., -0.00399999  0.014      -0.013     ]","[-0.24204337  0.29831424  0.06457169 ...,  0.013       0.016       0.033     ]","[ 0.08516254  0.10804297  0.08098948 ..., -0.007      -0.022      -0.018     ]"
"[-0.11370582 -0.2811783   0.20768074 ...,  0.035       0.037      -0.031     ]","[ 0.07289468  0.01456177 -0.08831206 ..., -0.01       -0.01000001
 -0.01199998]","[ 0.27108686  0.16153726  0.06407438 ...,  0.007      -0.03        0.05199999]","[  3.56971163e-01   1.70371975e-02  -3.53092721e-01 ...,  -3.50200179e-10
  -1.10000003e-02   2.99999963e-02]","[-0.10301151 -0.27495627 -0.01053534 ...,  0.001      -0.055      -0.00300001]","[ 0.04200436 -0.32057914 -0.10600976 ..., -0.00400005 -0.002      -0.021     ]","[-0.07996848  0.00453609  0.35210678 ...,  0.0005     -0.0005     -0.0395    ]","[ 0.12232046  0.32021584  0.26168855 ..., -0.00599999  0.011      -0.011     ]","[-0.24254337  0.29581424  0.06607169 ...,  0.0145      0.0165      0.0335    ]","[ 0.08466254  0.10854297  0.08148948 ..., -0.0075     -0.0225     -0.0185    ]"
"[-0.11270582 -0.2801783   0.20468074 ...,  0.036       0.037      -0.03      ]","[ 0.07289468  0.01456177 -0.08931206 ..., -0.009      -0.01000001
 -0.01299998]","[ 0.26958686  0.16303726  0.06557438 ...,  0.0085     -0.0315      0.05049999]","[ 0.35497116  0.01703719 -0.35109272 ..., -0.001      -0.01        0.03      ]","[-0.10401151 -0.27395627 -0.00953534 ...,  0.002      -0.056      -0.00400001]","[ 0.04100436 -0.31957915 -0.10700976 ..., -0.00500005 -0.003      -0.02      ]","[ -7.84684799e-02   6.03608992e-03   3.53606777e-01 ...,   1.79904514e-09
  -1.00000315e-03  -3.79999968e-02]","[ 0.12432046  0.32121584  0.25968855 ..., -0.00699999  0.01       -0.009     ]","[-0.24104337  0.29631424  0.06757169 ...,  0.013       0.015       0.033     ]","[ 0.08216255  0.11004297  0.08198948 ..., -0.008      -0.022      -0.023     ]"
"[-0.10970583 -0.27717831  0.20168074 ...,  0.03899999  0.037      -0.032     ]","[ 0.07089468  0.01556177 -0.08831206 ..., -0.01       -0.01100001
 -0.01399998]","[ 0.26908687  0.16053726  0.06307438 ...,  0.009      -0.035       0.05199999]","[ 0.35397117  0.01803719 -0.35209272 ..., -0.002      -0.009       0.029     ]","[-0.10401151 -0.27295627 -0.00753534 ...,  0.002      -0.056      -0.00400001]","[ 0.04100436 -0.31957915 -0.11100976 ..., -0.00600005 -0.003      -0.018     ]","[-0.07696848  0.00753609  0.35210678 ..., -0.0015     -0.0025     -0.0375    ]","[ 0.12232046  0.31921584  0.26168855 ..., -0.00499999  0.012      -0.008     ]","[-0.24004337  0.29631424  0.06857169 ...,  0.011       0.015       0.033     ]","[ 0.08216255  0.11204297  0.07998948 ..., -0.007      -0.021      -0.023     ]"
"[-0.10870583 -0.27617831  0.20068074 ...,  0.03899999  0.039      -0.032     ]","[ 0.06989468  0.01556177 -0.08731206 ..., -0.01       -0.01200001
 -0.01599998]","[ 0.26808687  0.15953726  0.06207438 ...,  0.01       -0.036       0.05299999]","[  3.52971166e-01   1.80371875e-02  -3.54092721e-01 ...,  -3.18235437e-10
  -8.00000097e-03   2.79999963e-02]","[-0.10501151 -0.27495625 -0.00653534 ...,  0.004      -0.056      -0.00400001]","[ 0.03900436 -0.31857915 -0.11300976 ..., -0.00600005 -0.004      -0.017     ]","[-0.07846848  0.00903609  0.3506068  ..., -0.004      -0.003      -0.04      ]","[ 0.12332046  0.31821584  0.26068855 ..., -0.00599999  0.011      -0.007     ]","[-0.24154337  0.29781424  0.06707169 ...,  0.0105      0.0155      0.0335    ]","[ 0.08216255  0.11004297  0.07998948 ..., -0.006      -0.021      -0.023     ]"
